digit,arabic_path,hindi_path,mandarin_path,correct_answer,total_time,routine_time,min_time_for_incorrect,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,inner_loop.thisRepN,inner_loop.thisTrialN,inner_loop.thisN,inner_loop.thisIndex,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,button_0.numClicks,button_0.timesOn,button_0.timesOff,button_1.numClicks,button_1.timesOn,button_1.timesOff,button_2.numClicks,button_2.timesOn,button_2.timesOff,button_3.numClicks,button_3.timesOn,button_3.timesOff,button_4.numClicks,button_4.timesOn,button_4.timesOff,button_5.numClicks,button_5.timesOn,button_5.timesOff,button_6.numClicks,button_6.timesOn,button_6.timesOff,button_7.numClicks,button_7.timesOn,button_7.timesOff,button_8.numClicks,button_8.timesOn,button_8.timesOff,button_9.numClicks,button_9.timesOn,button_9.timesOff,thisRow.t,notes,piloting,trial.started,number_of_incorrect_text.started,trial.stopped,inner_loop.mouse.x,inner_loop.mouse.y,inner_loop.mouse.leftButton,inner_loop.mouse.midButton,inner_loop.mouse.rightButton,inner_loop.mouse.time,inner_loop.button_0.numClicks,inner_loop.button_0.timesOn,inner_loop.button_0.timesOff,inner_loop.button_1.numClicks,inner_loop.button_1.timesOn,inner_loop.button_1.timesOff,inner_loop.button_2.numClicks,inner_loop.button_2.timesOn,inner_loop.button_2.timesOff,inner_loop.button_3.numClicks,inner_loop.button_3.timesOn,inner_loop.button_3.timesOff,inner_loop.button_4.numClicks,inner_loop.button_4.timesOn,inner_loop.button_4.timesOff,inner_loop.button_5.numClicks,inner_loop.button_5.timesOn,inner_loop.button_5.timesOff,inner_loop.button_6.numClicks,inner_loop.button_6.timesOn,inner_loop.button_6.timesOff,inner_loop.button_7.numClicks,inner_loop.button_7.timesOn,inner_loop.button_7.timesOff,inner_loop.button_8.numClicks,inner_loop.button_8.timesOn,inner_loop.button_8.timesOff,inner_loop.button_9.numClicks,inner_loop.button_9.timesOn,inner_loop.button_9.timesOff,Number_correct,Number_incorrect,text_3.started,participant,session,Language,date,expName,expVersion,psychopyVersion,frameRate,expStart,
0,digits_output/Arabic/0_Arabic_black.png,digits_output/Hindi/0_Hindi_black.png,digits_output/Mandarin/0_Mandarin_black.png,0,20,5,2,0,0,0,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.994778800057247,,False,15.958678800030611,15.994778800057247,20.005131100071594,[],[],[],[],[],[],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,3,0.02774040005169809,192964,001,arabic_path,2026-03-23_14h28.52.620,numbers_ro,,2026.1.1,59.99106129173961,2026-03-23 14h28.53.511710 -0400,
8,digits_output/Arabic/8_Arabic_black.png,digits_output/Hindi/8_Hindi_black.png,digits_output/Mandarin/8_Mandarin_black.png,8,20,5,2,0,0,0,0,1,1,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07765810005366802,,,0.038510800106450915,0.07765810005366802,5.0098983000498265,[],[],[],[],[],[],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,4,,,,,,,,,,,
