digit,arabic_path,hindi_path,mandarin_path,correct_answer,total_time,routine_time,min_time_for_incorrect,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,inner_loop.thisRepN,inner_loop.thisTrialN,inner_loop.thisN,inner_loop.thisIndex,thisRow.t,notes,piloting,trial.started,number_of_incorrect_text.started,trial.stopped,inner_loop.mouse.x,inner_loop.mouse.y,inner_loop.mouse.leftButton,inner_loop.mouse.midButton,inner_loop.mouse.rightButton,inner_loop.mouse.time,inner_loop.button_0.numClicks,inner_loop.button_0.timesOn,inner_loop.button_0.timesOff,inner_loop.button_1.numClicks,inner_loop.button_1.timesOn,inner_loop.button_1.timesOff,inner_loop.button_2.numClicks,inner_loop.button_2.timesOn,inner_loop.button_2.timesOff,inner_loop.button_3.numClicks,inner_loop.button_3.timesOn,inner_loop.button_3.timesOff,inner_loop.button_4.numClicks,inner_loop.button_4.timesOn,inner_loop.button_4.timesOff,inner_loop.button_5.numClicks,inner_loop.button_5.timesOn,inner_loop.button_5.timesOff,inner_loop.button_6.numClicks,inner_loop.button_6.timesOn,inner_loop.button_6.timesOff,inner_loop.button_7.numClicks,inner_loop.button_7.timesOn,inner_loop.button_7.timesOff,inner_loop.button_8.numClicks,inner_loop.button_8.timesOn,inner_loop.button_8.timesOff,inner_loop.button_9.numClicks,inner_loop.button_9.timesOn,inner_loop.button_9.timesOff,Number_correct,Number_incorrect,inner_loop.button.numClicks,inner_loop.button.timesOn,inner_loop.button.timesOff,roo.started,text_5.started,roo.stopped,participant,session,Language,date,expName,expVersion,psychopyVersion,frameRate,expStart,
0,digits_output/Arabic/0_Arabic_black.png,digits_output/Hindi/0_Hindi_black.png,digits_output/Mandarin/0_Mandarin_black.png,0,20,5,2,1,0,1,0,0,0,0,1,0,1,0,9.111158199957572,,False,9.080747499945574,9.111158199957572,2.656726900022477,[0.008333333333333333],[-0.07222222222222222],[1],[0],[0],[2.558197799953632],0,,,0,,,1,[2.6411801000358537],[2.641188899986446],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,1,1,[1.4201268999604508],[1.420136599917896],4.077509299968369,4.088800300029106,9.069421499967575,,,,,,,,,,
