digit,arabic_path,hindi_path,mandarin_path,correct_answer,total_time,routine_time,min_time_for_incorrect,thisN,thisTrialN,thisRepN,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,inner_loop.thisRepN,inner_loop.thisTrialN,inner_loop.thisN,inner_loop.thisIndex,thisRow.t,notes,piloting,trial.started,number_of_incorrect_text.started,trial.stopped,inner_loop.mouse.x,inner_loop.mouse.y,inner_loop.mouse.leftButton,inner_loop.mouse.midButton,inner_loop.mouse.rightButton,inner_loop.mouse.time,inner_loop.button_0.numClicks,inner_loop.button_0.timesOn,inner_loop.button_0.timesOff,inner_loop.button_1.numClicks,inner_loop.button_1.timesOn,inner_loop.button_1.timesOff,inner_loop.button_2.numClicks,inner_loop.button_2.timesOn,inner_loop.button_2.timesOff,inner_loop.button_3.numClicks,inner_loop.button_3.timesOn,inner_loop.button_3.timesOff,inner_loop.button_4.numClicks,inner_loop.button_4.timesOn,inner_loop.button_4.timesOff,inner_loop.button_5.numClicks,inner_loop.button_5.timesOn,inner_loop.button_5.timesOff,inner_loop.button_6.numClicks,inner_loop.button_6.timesOn,inner_loop.button_6.timesOff,inner_loop.button_7.numClicks,inner_loop.button_7.timesOn,inner_loop.button_7.timesOff,inner_loop.button_8.numClicks,inner_loop.button_8.timesOn,inner_loop.button_8.timesOff,inner_loop.button_9.numClicks,inner_loop.button_9.timesOn,inner_loop.button_9.timesOff,Number_correct,Number_incorrect,inner_loop.button.numClicks,inner_loop.button.timesOn,inner_loop.button.timesOff,roo.started,text_5.started,roo.stopped,participant,session,Language,date,expName,expVersion,psychopyVersion,frameRate,expStart,
1,digits_output/Arabic/1_Arabic_black.png,digits_output/Hindi/1_Hindi_black.png,digits_output/Mandarin/1_Mandarin_black.png,1,20,5,2,1,0,1,0,0,0,1,1,0,1,0,9.174000900005922,,False,9.144127100007609,9.174000900005922,2.2216850999975577,[0.23796296296296296],[-0.2814814814814815],[1],[0],[0],[2.13153249991592],0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,[2.210418300004676],[2.2104313999880105],0,,,0,1,1,[1.910028800019063],[1.9100368999643251],4.1323408000171185,4.1457837000489235,9.126109300064854,,,,,,,,,,
